oncotree_code	cancer_type	cancer_type_detailed	tumor_type	tumor_tissue_site
CCRCC	Renal Clear Cell Carcinoma	Renal Clear Cell Carcinoma	Kidney Clear Cell Renal Carcinoma	Kidney
